Produto,Categoria,Data da venda,Loja,Cidade,Quantidade,Valor da venda
Headset,Acessórios,2024-03-26,Loja Nova Iguaçu,Nova Iguaçu,5,17972.26
Cadeira Gamer,Móveis,2025-02-20,Loja Duque,Duque de Caxias,4,2027.43
Teclado,Acessórios,2023-08-29,Loja Nova Iguaçu,Nova Iguaçu,2,6342.81
Cadeira Gamer,Móveis,2023-01-25,Loja Nova Iguaçu,Nova Iguaçu,1,1149.06
Smartphone,Eletrônicos,2024-11-11,Loja Norte,Rio de Janeiro,2,1143.41
Notebook,Eletrônicos,2024-11-21,Loja Teresópolis,Teresópolis,5,17784.44
HD Externo,Armazenamento,2023-05-16,Loja Niterói,Niterói,2,6517.48
Headset,Acessórios,2025-07-18,Loja Duque,Duque de Caxias,3,3769.74
Mouse,Acessórios,2024-10-31,Loja Petrópolis,Petrópolis,5,5019.87
Mesa Escritório,Móveis,2024-07-22,Loja Petrópolis,Petrópolis,1,2645.56
Notebook,Eletrônicos,2024-12-11,Loja Petrópolis,Petrópolis,2,5531.75
Cadeira Gamer,Móveis,2023-01-27,Loja Nova Iguaçu,Nova Iguaçu,4,1938.05
Webcam,Periféricos,2023-06-01,Loja Petrópolis,Petrópolis,1,1434.64
Monitor,Eletrônicos,2025-04-10,Loja Nova Iguaçu,Nova Iguaçu,4,10238.23
Roteador,Redes,2024-07-07,Loja Norte,Rio de Janeiro,1,4280.11
Impressora,Periféricos,2023-10-14,Loja Petrópolis,Petrópolis,2,8095.05
Cadeira Gamer,Móveis,2023-07-31,Loja Sul,Rio de Janeiro,3,1887.27
Smartwatch,Eletrônicos,2024-08-27,Loja Niterói,Niterói,3,3278.56
Webcam,Periféricos,2025-02-03,Loja Nova Iguaçu,Nova Iguaçu,4,3435.25
Headset,Acessórios,2025-07-08,Loja Teresópolis,Teresópolis,2,5648.32
Webcam,Periféricos,2024-01-23,Loja Sul,Rio de Janeiro,1,3107.27
Cadeira Gamer,Móveis,2023-11-29,Loja Teresópolis,Teresópolis,1,2625.5
Monitor,Eletrônicos,2025-01-13,Loja Centro,Rio de Janeiro,5,13656.07
Webcam,Periféricos,2025-04-07,Loja Centro,Rio de Janeiro,1,2165.15
Impressora,Periféricos,2024-09-22,Loja Barra,Rio de Janeiro,2,8924.08
Mesa Escritório,Móveis,2024-12-13,Loja Niterói,Niterói,2,4428.65
Smartwatch,Eletrônicos,2024-01-02,Loja Norte,Rio de Janeiro,1,1326.05
Impressora,Periféricos,2023-12-15,Loja Petrópolis,Petrópolis,4,13019.32
Roteador,Redes,2025-12-28,Loja Sul,Rio de Janeiro,1,2636.99
Headset,Acessórios,2024-08-25,Loja São Gonçalo,São Gonçalo,5,7074.13
Headset,Acessórios,2025-07-25,Loja Nova Iguaçu,Nova Iguaçu,5,22492.55
Mesa Escritório,Móveis,2025-05-02,Loja Barra,Rio de Janeiro,5,3384.45
Smartwatch,Eletrônicos,2023-03-15,Loja Duque,Duque de Caxias,5,20117.17
Cadeira Gamer,Móveis,2025-01-13,Loja Norte,Rio de Janeiro,2,5121.77
Mouse,Acessórios,2024-05-04,Loja Nova Iguaçu,Nova Iguaçu,5,3122.24
Teclado,Acessórios,2024-10-12,Loja Barra,Rio de Janeiro,2,5524.19
Mesa Escritório,Móveis,2025-02-25,Loja Petrópolis,Petrópolis,4,12824.32
Notebook,Eletrônicos,2023-10-14,Loja Teresópolis,Teresópolis,1,3178.3
Smartwatch,Eletrônicos,2023-05-10,Loja Teresópolis,Teresópolis,2,219.49
Smartwatch,Eletrônicos,2025-08-08,Loja São Gonçalo,São Gonçalo,4,12139.76
Impressora,Periféricos,2023-06-06,Loja Barra,Rio de Janeiro,4,8714.56
Monitor,Eletrônicos,2023-05-18,Loja Duque,Duque de Caxias,4,11306.26
Headset,Acessórios,2025-10-11,Loja Nova Iguaçu,Nova Iguaçu,4,7542.57
Mouse,Acessórios,2025-05-11,Loja Sul,Rio de Janeiro,2,5908.5
Smartwatch,Eletrônicos,2024-12-05,Loja Petrópolis,Petrópolis,3,12665.18
Pendrive,Armazenamento,2025-06-09,Loja Nova Iguaçu,Nova Iguaçu,5,8782.74
Mesa Escritório,Móveis,2024-05-15,Loja Petrópolis,Petrópolis,1,230.92
Pendrive,Armazenamento,2023-04-18,Loja Barra,Rio de Janeiro,5,8548.98
Headset,Acessórios,2024-07-15,Loja Teresópolis,Teresópolis,1,2410.44
Cadeira Gamer,Móveis,2024-07-04,Loja Niterói,Niterói,3,2554.06
Cadeira Gamer,Móveis,2025-09-15,Loja Petrópolis,Petrópolis,4,11078.45
Impressora,Periféricos,2024-12-11,Loja Nova Iguaçu,Nova Iguaçu,3,12046.23
Mesa Escritório,Móveis,2024-12-08,Loja Barra,Rio de Janeiro,4,11860.16
Impressora,Periféricos,2025-06-26,Loja Sul,Rio de Janeiro,2,6967.99
Pendrive,Armazenamento,2024-01-14,Loja Niterói,Niterói,1,4549.77
Tablet,Eletrônicos,2024-03-09,Loja Barra,Rio de Janeiro,4,13656.77
Cadeira Gamer,Móveis,2024-12-07,Loja Sul,Rio de Janeiro,3,4375.51
Monitor,Eletrônicos,2023-08-24,Loja Niterói,Niterói,4,7050.83
Impressora,Periféricos,2024-12-08,Loja Norte,Rio de Janeiro,4,9324.32
Smartwatch,Eletrônicos,2024-03-02,Loja Duque,Duque de Caxias,5,16947.2
Teclado,Acessórios,2023-02-26,Loja Petrópolis,Petrópolis,3,5360.22
Mesa Escritório,Móveis,2024-08-16,Loja Duque,Duque de Caxias,2,2648.13
Roteador,Redes,2025-03-12,Loja Duque,Duque de Caxias,4,6680.75
Mesa Escritório,Móveis,2025-12-07,Loja Norte,Rio de Janeiro,4,6368.54
Smartphone,Eletrônicos,2025-02-17,Loja Niterói,Niterói,4,7181.89
Teclado,Acessórios,2024-05-08,Loja Nova Iguaçu,Nova Iguaçu,5,14222.97
HD Externo,Armazenamento,2024-08-06,Loja Petrópolis,Petrópolis,1,3288.72
Headset,Acessórios,2023-02-08,Loja Niterói,Niterói,1,1125.09
Roteador,Redes,2024-05-24,Loja São Gonçalo,São Gonçalo,5,1651.57
Roteador,Redes,2023-11-13,Loja Sul,Rio de Janeiro,3,2615.1
Roteador,Redes,2025-06-16,Loja Teresópolis,Teresópolis,5,3739.62
Smartwatch,Eletrônicos,2024-07-23,Loja Barra,Rio de Janeiro,3,11707.36
Impressora,Periféricos,2025-05-25,Loja Petrópolis,Petrópolis,5,20180.96
Monitor,Eletrônicos,2023-10-10,Loja Niterói,Niterói,1,1168.64
Teclado,Acessórios,2024-05-11,Loja Nova Iguaçu,Nova Iguaçu,5,14172.01
Smartwatch,Eletrônicos,2024-01-20,Loja Barra,Rio de Janeiro,5,12734.41
Tablet,Eletrônicos,2025-03-14,Loja São Gonçalo,São Gonçalo,1,484.89
Impressora,Periféricos,2023-01-08,Loja Teresópolis,Teresópolis,3,10984.54
Smartphone,Eletrônicos,2024-04-11,Loja Centro,Rio de Janeiro,2,5365.21
Impressora,Periféricos,2025-09-16,Loja Petrópolis,Petrópolis,1,4974.76
HD Externo,Armazenamento,2025-10-31,Loja São Gonçalo,São Gonçalo,5,16919.72
Impressora,Periféricos,2023-04-20,Loja Centro,Rio de Janeiro,4,8586.55
Tablet,Eletrônicos,2025-05-19,Loja Centro,Rio de Janeiro,5,2017.84
Notebook,Eletrônicos,2024-10-29,Loja Centro,Rio de Janeiro,5,16666.68
Cadeira Gamer,Móveis,2025-06-21,Loja Petrópolis,Petrópolis,1,4325.4
Tablet,Eletrônicos,2025-01-23,Loja Norte,Rio de Janeiro,3,2510.75
Webcam,Periféricos,2024-12-12,Loja Duque,Duque de Caxias,1,576.47
Mesa Escritório,Móveis,2025-03-29,Loja Niterói,Niterói,5,24624.16
Smartphone,Eletrônicos,2023-04-18,Loja São Gonçalo,São Gonçalo,4,6707.37
Monitor,Eletrônicos,2025-12-17,Loja Duque,Duque de Caxias,3,6246.78
Smartwatch,Eletrônicos,2025-02-23,Loja Nova Iguaçu,Nova Iguaçu,1,164.72
Teclado,Acessórios,2024-12-22,Loja Niterói,Niterói,4,5397.36
Pendrive,Armazenamento,2025-08-09,Loja São Gonçalo,São Gonçalo,5,22253.77
Notebook,Eletrônicos,2024-07-15,Loja Barra,Rio de Janeiro,3,12525.62
Teclado,Acessórios,2023-04-03,Loja Nova Iguaçu,Nova Iguaçu,2,712.12
Teclado,Acessórios,2023-12-07,Loja Petrópolis,Petrópolis,2,3396.81
Pendrive,Armazenamento,2025-01-12,Loja Petrópolis,Petrópolis,3,8292.46
Cadeira Gamer,Móveis,2025-04-18,Loja Norte,Rio de Janeiro,3,5815.82
Mesa Escritório,Móveis,2023-09-15,Loja Nova Iguaçu,Nova Iguaçu,2,6984.12
Tablet,Eletrônicos,2025-12-11,Loja Teresópolis,Teresópolis,3,8108.36
Webcam,Periféricos,2023-02-28,Loja Sul,Rio de Janeiro,3,10179.07
Smartwatch,Eletrônicos,2024-05-07,Loja Norte,Rio de Janeiro,3,738.91
Roteador,Redes,2023-05-03,Loja Niterói,Niterói,3,10505.18
Impressora,Periféricos,2024-05-08,Loja Sul,Rio de Janeiro,4,15926.31
Cadeira Gamer,Móveis,2023-11-26,Loja Centro,Rio de Janeiro,5,17009.17
Impressora,Periféricos,2023-05-07,Loja Teresópolis,Teresópolis,1,3952.76
Pendrive,Armazenamento,2024-05-01,Loja Sul,Rio de Janeiro,2,5228.68
HD Externo,Armazenamento,2024-09-09,Loja Norte,Rio de Janeiro,3,8543.86
Monitor,Eletrônicos,2025-06-04,Loja Duque,Duque de Caxias,1,1963.23
Pendrive,Armazenamento,2025-01-29,Loja Niterói,Niterói,1,4774.47
Monitor,Eletrônicos,2024-04-25,Loja São Gonçalo,São Gonçalo,2,8064.91
Notebook,Eletrônicos,2023-04-27,Loja Teresópolis,Teresópolis,1,1171.88
Impressora,Periféricos,2024-03-03,Loja Nova Iguaçu,Nova Iguaçu,3,5139.61
Headset,Acessórios,2024-09-27,Loja Centro,Rio de Janeiro,3,14806.63
Headset,Acessórios,2023-09-18,Loja Barra,Rio de Janeiro,1,2066.12
Smartphone,Eletrônicos,2023-01-19,Loja Niterói,Niterói,3,12306.94
Smartphone,Eletrônicos,2025-11-26,Loja Nova Iguaçu,Nova Iguaçu,5,4554.13
Headset,Acessórios,2023-03-05,Loja Duque,Duque de Caxias,4,12044.72
Monitor,Eletrônicos,2023-08-09,Loja Niterói,Niterói,1,650.95
Roteador,Redes,2023-04-08,Loja Teresópolis,Teresópolis,4,4568.78
Headset,Acessórios,2024-03-08,Loja São Gonçalo,São Gonçalo,1,1552.74
Mouse,Acessórios,2023-02-01,Loja Barra,Rio de Janeiro,4,247.1
Roteador,Redes,2023-10-28,Loja Centro,Rio de Janeiro,4,10167.35
Teclado,Acessórios,2024-02-13,Loja Duque,Duque de Caxias,2,3277.69
Webcam,Periféricos,2024-08-13,Loja São Gonçalo,São Gonçalo,2,1606.61
Teclado,Acessórios,2024-09-25,Loja Norte,Rio de Janeiro,4,2601.98
Webcam,Periféricos,2023-08-20,Loja Centro,Rio de Janeiro,3,1531.78
HD Externo,Armazenamento,2023-08-26,Loja Teresópolis,Teresópolis,1,4311.43
Headset,Acessórios,2024-12-27,Loja Duque,Duque de Caxias,5,4606.62
HD Externo,Armazenamento,2024-12-07,Loja Barra,Rio de Janeiro,4,14900.08
Monitor,Eletrônicos,2025-01-07,Loja São Gonçalo,São Gonçalo,4,16187.58
Mouse,Acessórios,2023-11-21,Loja Teresópolis,Teresópolis,3,6074.86
Mouse,Acessórios,2024-03-26,Loja Norte,Rio de Janeiro,3,5786.81
HD Externo,Armazenamento,2025-11-14,Loja Norte,Rio de Janeiro,3,5840.11
Impressora,Periféricos,2025-08-09,Loja Centro,Rio de Janeiro,1,2453.43
Pendrive,Armazenamento,2023-12-09,Loja Sul,Rio de Janeiro,5,11262.56
Roteador,Redes,2025-07-28,Loja Niterói,Niterói,1,578.87
Headset,Acessórios,2023-04-02,Loja Duque,Duque de Caxias,3,11912.76
Webcam,Periféricos,2025-01-19,Loja Norte,Rio de Janeiro,5,23175.49
Mouse,Acessórios,2024-07-22,Loja Petrópolis,Petrópolis,1,4370.6
Roteador,Redes,2025-07-26,Loja Niterói,Niterói,4,15816.24
Smartwatch,Eletrônicos,2025-03-23,Loja Teresópolis,Teresópolis,4,18947.38
Impressora,Periféricos,2023-02-17,Loja Centro,Rio de Janeiro,2,6501.84
Teclado,Acessórios,2025-12-06,Loja Niterói,Niterói,2,6792.43
Tablet,Eletrônicos,2023-07-15,Loja Sul,Rio de Janeiro,2,9447.62
Smartwatch,Eletrônicos,2024-01-21,Loja Norte,Rio de Janeiro,1,4432.05
Smartphone,Eletrônicos,2025-10-03,Loja Sul,Rio de Janeiro,1,1686.11
Monitor,Eletrônicos,2024-04-04,Loja São Gonçalo,São Gonçalo,2,9736.87
Impressora,Periféricos,2024-09-30,Loja Barra,Rio de Janeiro,2,9400.48
Impressora,Periféricos,2024-03-18,Loja Teresópolis,Teresópolis,3,11878.02
Smartphone,Eletrônicos,2024-05-19,Loja Nova Iguaçu,Nova Iguaçu,4,14193.2
Notebook,Eletrônicos,2023-10-09,Loja Teresópolis,Teresópolis,3,3621.74
Roteador,Redes,2023-10-13,Loja Centro,Rio de Janeiro,4,14106.37
Mesa Escritório,Móveis,2024-11-26,Loja Teresópolis,Teresópolis,4,6073.5
Roteador,Redes,2025-09-28,Loja Niterói,Niterói,1,1535.1
Impressora,Periféricos,2024-01-26,Loja Norte,Rio de Janeiro,5,9937.13
Cadeira Gamer,Móveis,2024-06-05,Loja São Gonçalo,São Gonçalo,2,9479.56
Smartwatch,Eletrônicos,2024-03-02,Loja Barra,Rio de Janeiro,5,13960.73
Tablet,Eletrônicos,2024-04-26,Loja Petrópolis,Petrópolis,3,13450.95
HD Externo,Armazenamento,2025-03-09,Loja Duque,Duque de Caxias,2,3980.47
Mesa Escritório,Móveis,2023-03-29,Loja Nova Iguaçu,Nova Iguaçu,2,6389.31
Roteador,Redes,2023-06-11,Loja Barra,Rio de Janeiro,3,10022.27
HD Externo,Armazenamento,2025-06-18,Loja Barra,Rio de Janeiro,4,6654.52
Smartwatch,Eletrônicos,2025-03-14,Loja Nova Iguaçu,Nova Iguaçu,3,647.98
Smartphone,Eletrônicos,2023-01-31,Loja Barra,Rio de Janeiro,1,3879.11
Mesa Escritório,Móveis,2025-10-13,Loja Sul,Rio de Janeiro,2,2601.13
Smartphone,Eletrônicos,2023-07-15,Loja Barra,Rio de Janeiro,2,6284.81
Pendrive,Armazenamento,2023-12-03,Loja São Gonçalo,São Gonçalo,2,1748.36
Cadeira Gamer,Móveis,2024-05-13,Loja Niterói,Niterói,3,1279.05
Webcam,Periféricos,2024-04-11,Loja Nova Iguaçu,Nova Iguaçu,1,2959.45
Impressora,Periféricos,2023-06-28,Loja Petrópolis,Petrópolis,5,23236.86
Roteador,Redes,2024-11-07,Loja Sul,Rio de Janeiro,3,2481.49
Teclado,Acessórios,2023-04-09,Loja Norte,Rio de Janeiro,5,2537.97
Mesa Escritório,Móveis,2024-09-15,Loja São Gonçalo,São Gonçalo,3,6485.53
Pendrive,Armazenamento,2024-03-17,Loja Teresópolis,Teresópolis,5,3377.61
Tablet,Eletrônicos,2025-04-06,Loja Duque,Duque de Caxias,4,2197.41
Roteador,Redes,2025-12-25,Loja Petrópolis,Petrópolis,3,4983.23
Notebook,Eletrônicos,2025-10-15,Loja Barra,Rio de Janeiro,5,5962.58
Notebook,Eletrônicos,2025-08-15,Loja Sul,Rio de Janeiro,3,349.66
Teclado,Acessórios,2024-11-30,Loja Barra,Rio de Janeiro,2,5635.7
Tablet,Eletrônicos,2025-01-02,Loja Barra,Rio de Janeiro,3,13471.01
Mouse,Acessórios,2025-03-16,Loja Sul,Rio de Janeiro,4,3585.9
Mesa Escritório,Móveis,2025-11-14,Loja Norte,Rio de Janeiro,5,23186.58
Teclado,Acessórios,2023-05-29,Loja Teresópolis,Teresópolis,1,4578.39
Smartwatch,Eletrônicos,2023-04-29,Loja Norte,Rio de Janeiro,2,1816.24
Notebook,Eletrônicos,2025-08-23,Loja Centro,Rio de Janeiro,2,9985.11
Pendrive,Armazenamento,2024-07-16,Loja Centro,Rio de Janeiro,4,3653.88
Mouse,Acessórios,2025-01-24,Loja Teresópolis,Teresópolis,5,6435.26
Mouse,Acessórios,2024-11-29,Loja Duque,Duque de Caxias,1,4312.43
Mesa Escritório,Móveis,2024-01-28,Loja Petrópolis,Petrópolis,1,308.3
Tablet,Eletrônicos,2025-02-12,Loja Niterói,Niterói,2,1216.08
HD Externo,Armazenamento,2023-02-22,Loja Sul,Rio de Janeiro,4,16278.87
Smartphone,Eletrônicos,2023-03-27,Loja Centro,Rio de Janeiro,5,9012.24
Impressora,Periféricos,2024-06-05,Loja Centro,Rio de Janeiro,3,9769.15
HD Externo,Armazenamento,2023-04-04,Loja Petrópolis,Petrópolis,3,11362.04
Mesa Escritório,Móveis,2024-06-07,Loja Teresópolis,Teresópolis,1,4173.97
Roteador,Redes,2024-06-05,Loja Centro,Rio de Janeiro,5,23498.13
Impressora,Periféricos,2024-11-27,Loja Niterói,Niterói,3,10214.62
Monitor,Eletrônicos,2023-08-31,Loja Teresópolis,Teresópolis,4,14166.02
Tablet,Eletrônicos,2023-05-07,Loja Centro,Rio de Janeiro,4,557.46
Webcam,Periféricos,2024-12-01,Loja Nova Iguaçu,Nova Iguaçu,5,13221.68
Mesa Escritório,Móveis,2023-09-22,Loja Norte,Rio de Janeiro,4,1900.07
Mouse,Acessórios,2023-09-04,Loja Teresópolis,Teresópolis,3,2348.51
Mesa Escritório,Móveis,2025-05-01,Loja Duque,Duque de Caxias,5,2119.0
Mesa Escritório,Móveis,2023-09-06,Loja Niterói,Niterói,1,988.61
Cadeira Gamer,Móveis,2024-06-02,Loja Norte,Rio de Janeiro,1,2017.76
Teclado,Acessórios,2024-08-26,Loja Niterói,Niterói,4,5258.35
Teclado,Acessórios,2024-08-22,Loja Duque,Duque de Caxias,3,13343.44
Monitor,Eletrônicos,2023-07-18,Loja Centro,Rio de Janeiro,5,4463.62
Impressora,Periféricos,2025-05-20,Loja Norte,Rio de Janeiro,5,12202.86
Notebook,Eletrônicos,2025-11-16,Loja Petrópolis,Petrópolis,2,7059.78
Teclado,Acessórios,2024-05-24,Loja Petrópolis,Petrópolis,2,2889.35
Pendrive,Armazenamento,2023-05-19,Loja Nova Iguaçu,Nova Iguaçu,5,22258.45
Pendrive,Armazenamento,2025-02-09,Loja Barra,Rio de Janeiro,4,6869.35
Impressora,Periféricos,2023-07-04,Loja Duque,Duque de Caxias,3,9741.62
Impressora,Periféricos,2024-06-26,Loja Petrópolis,Petrópolis,2,8527.25
Webcam,Periféricos,2025-09-01,Loja Petrópolis,Petrópolis,1,1330.34
Headset,Acessórios,2023-03-24,Loja Petrópolis,Petrópolis,2,222.47
Smartphone,Eletrônicos,2024-05-27,Loja Petrópolis,Petrópolis,3,714.69
Cadeira Gamer,Móveis,2025-03-08,Loja Duque,Duque de Caxias,5,24899.3
Roteador,Redes,2024-09-27,Loja Teresópolis,Teresópolis,5,2084.84
Pendrive,Armazenamento,2024-11-16,Loja Niterói,Niterói,5,17908.73
Mouse,Acessórios,2024-10-29,Loja Petrópolis,Petrópolis,2,9629.98
Impressora,Periféricos,2025-02-10,Loja Duque,Duque de Caxias,4,7908.64
Smartwatch,Eletrônicos,2024-05-01,Loja Nova Iguaçu,Nova Iguaçu,4,1774.4
HD Externo,Armazenamento,2023-05-10,Loja Sul,Rio de Janeiro,2,7188.45
Impressora,Periféricos,2023-07-27,Loja São Gonçalo,São Gonçalo,3,2492.45
Monitor,Eletrônicos,2025-02-06,Loja São Gonçalo,São Gonçalo,3,10116.11
Smartphone,Eletrônicos,2024-09-05,Loja Duque,Duque de Caxias,1,2131.28
Notebook,Eletrônicos,2023-05-12,Loja Sul,Rio de Janeiro,4,8014.39
Cadeira Gamer,Móveis,2025-01-31,Loja Nova Iguaçu,Nova Iguaçu,2,7015.04
Monitor,Eletrônicos,2023-06-18,Loja Barra,Rio de Janeiro,5,12145.95
Webcam,Periféricos,2024-10-19,Loja Niterói,Niterói,4,10220.53
HD Externo,Armazenamento,2023-01-24,Loja Norte,Rio de Janeiro,2,6571.62
HD Externo,Armazenamento,2023-11-12,Loja Sul,Rio de Janeiro,5,995.04
Pendrive,Armazenamento,2023-12-22,Loja Niterói,Niterói,4,7923.1
Mesa Escritório,Móveis,2023-02-04,Loja Duque,Duque de Caxias,4,8281.65
Pendrive,Armazenamento,2025-12-12,Loja Barra,Rio de Janeiro,1,927.41
Webcam,Periféricos,2025-10-12,Loja Nova Iguaçu,Nova Iguaçu,1,183.63
Teclado,Acessórios,2024-07-02,Loja Duque,Duque de Caxias,3,9069.77
Webcam,Periféricos,2024-01-11,Loja Barra,Rio de Janeiro,2,1821.54
Teclado,Acessórios,2024-04-29,Loja Norte,Rio de Janeiro,2,7407.75
Webcam,Periféricos,2023-02-16,Loja Duque,Duque de Caxias,5,7241.81
Impressora,Periféricos,2024-12-24,Loja Niterói,Niterói,2,5289.2
Webcam,Periféricos,2024-08-26,Loja Centro,Rio de Janeiro,2,517.23
Teclado,Acessórios,2024-11-26,Loja Niterói,Niterói,2,1578.56
Smartphone,Eletrônicos,2025-01-26,Loja Nova Iguaçu,Nova Iguaçu,2,2187.84
Monitor,Eletrônicos,2025-01-04,Loja Norte,Rio de Janeiro,4,3275.19
HD Externo,Armazenamento,2025-08-05,Loja Teresópolis,Teresópolis,5,12048.01
Impressora,Periféricos,2023-10-03,Loja Niterói,Niterói,2,1060.77
Roteador,Redes,2025-05-01,Loja São Gonçalo,São Gonçalo,4,6074.24
Cadeira Gamer,Móveis,2024-08-06,Loja Norte,Rio de Janeiro,5,19681.65
Notebook,Eletrônicos,2023-04-13,Loja Norte,Rio de Janeiro,5,13933.28
Cadeira Gamer,Móveis,2023-12-09,Loja Sul,Rio de Janeiro,2,5166.93
Smartwatch,Eletrônicos,2025-02-08,Loja Norte,Rio de Janeiro,4,4427.21
Webcam,Periféricos,2023-05-31,Loja Nova Iguaçu,Nova Iguaçu,4,13220.88
Pendrive,Armazenamento,2025-06-22,Loja Niterói,Niterói,2,3579.44
Cadeira Gamer,Móveis,2025-11-16,Loja Teresópolis,Teresópolis,1,4131.88
Impressora,Periféricos,2025-06-25,Loja Sul,Rio de Janeiro,2,3890.19
Smartwatch,Eletrônicos,2023-06-20,Loja Norte,Rio de Janeiro,4,9996.67
Roteador,Redes,2025-07-21,Loja Teresópolis,Teresópolis,3,11847.53
Monitor,Eletrônicos,2023-01-23,Loja Petrópolis,Petrópolis,3,14760.51
Cadeira Gamer,Móveis,2023-11-25,Loja Barra,Rio de Janeiro,4,18567.39
Roteador,Redes,2025-07-26,Loja Niterói,Niterói,2,1961.95
Smartwatch,Eletrônicos,2023-07-31,Loja Niterói,Niterói,3,2317.49
Monitor,Eletrônicos,2023-06-27,Loja Sul,Rio de Janeiro,1,2296.98
Tablet,Eletrônicos,2024-06-27,Loja Barra,Rio de Janeiro,1,3705.56
Impressora,Periféricos,2023-11-09,Loja São Gonçalo,São Gonçalo,3,10238.43
Headset,Acessórios,2024-06-02,Loja São Gonçalo,São Gonçalo,4,18051.96
Monitor,Eletrônicos,2023-03-27,Loja Sul,Rio de Janeiro,2,6346.84
Roteador,Redes,2024-02-28,Loja Centro,Rio de Janeiro,3,3721.97
Webcam,Periféricos,2023-09-15,Loja Sul,Rio de Janeiro,4,18148.38
Pendrive,Armazenamento,2025-10-03,Loja Nova Iguaçu,Nova Iguaçu,1,2977.3
Smartphone,Eletrônicos,2025-08-11,Loja Petrópolis,Petrópolis,5,5158.28
Teclado,Acessórios,2024-11-25,Loja Teresópolis,Teresópolis,3,1511.52
Mouse,Acessórios,2024-07-30,Loja Petrópolis,Petrópolis,2,8817.27
Webcam,Periféricos,2024-03-06,Loja Norte,Rio de Janeiro,4,15304.92
Roteador,Redes,2024-06-24,Loja Norte,Rio de Janeiro,3,3798.2
HD Externo,Armazenamento,2024-02-23,Loja Teresópolis,Teresópolis,1,3128.74
HD Externo,Armazenamento,2024-10-12,Loja Duque,Duque de Caxias,3,4753.71
Tablet,Eletrônicos,2025-05-15,Loja Norte,Rio de Janeiro,4,17167.24
Webcam,Periféricos,2023-11-23,Loja Niterói,Niterói,4,16260.23
Cadeira Gamer,Móveis,2023-10-23,Loja Barra,Rio de Janeiro,3,7204.16
Impressora,Periféricos,2024-10-14,Loja Duque,Duque de Caxias,2,8442.63
Mesa Escritório,Móveis,2025-12-03,Loja Petrópolis,Petrópolis,5,10583.73
Roteador,Redes,2023-05-29,Loja Centro,Rio de Janeiro,3,5626.0
Teclado,Acessórios,2024-01-29,Loja Barra,Rio de Janeiro,3,1049.97
Mouse,Acessórios,2025-10-10,Loja Teresópolis,Teresópolis,4,10781.93
Webcam,Periféricos,2023-08-22,Loja Niterói,Niterói,2,6102.28
Mesa Escritório,Móveis,2023-08-21,Loja São Gonçalo,São Gonçalo,1,1545.16
Impressora,Periféricos,2023-02-07,Loja Niterói,Niterói,3,12148.11
Impressora,Periféricos,2025-01-24,Loja Centro,Rio de Janeiro,2,500.37
Cadeira Gamer,Móveis,2023-11-15,Loja São Gonçalo,São Gonçalo,5,9033.88
Smartwatch,Eletrônicos,2023-03-20,Loja Duque,Duque de Caxias,4,1342.31
Impressora,Periféricos,2024-12-30,Loja Barra,Rio de Janeiro,5,13835.25
Headset,Acessórios,2024-06-08,Loja Centro,Rio de Janeiro,5,2317.76
Monitor,Eletrônicos,2024-03-18,Loja Niterói,Niterói,2,7809.75
Smartphone,Eletrônicos,2024-07-23,Loja Centro,Rio de Janeiro,3,674.45
Smartwatch,Eletrônicos,2025-02-13,Loja Teresópolis,Teresópolis,2,7852.79
Cadeira Gamer,Móveis,2024-01-23,Loja Niterói,Niterói,5,3317.51
Smartwatch,Eletrônicos,2023-07-22,Loja Barra,Rio de Janeiro,2,8302.74
Notebook,Eletrônicos,2023-12-06,Loja Nova Iguaçu,Nova Iguaçu,5,10161.5
Monitor,Eletrônicos,2023-07-18,Loja Barra,Rio de Janeiro,1,468.17
Headset,Acessórios,2023-06-24,Loja Barra,Rio de Janeiro,1,2238.4
Teclado,Acessórios,2024-03-17,Loja São Gonçalo,São Gonçalo,1,2928.11
Mouse,Acessórios,2024-10-17,Loja Petrópolis,Petrópolis,3,10405.58
Roteador,Redes,2025-03-25,Loja Duque,Duque de Caxias,2,1557.48
Cadeira Gamer,Móveis,2024-08-10,Loja Duque,Duque de Caxias,3,14117.34
Impressora,Periféricos,2024-09-02,Loja Niterói,Niterói,5,14571.93
Teclado,Acessórios,2023-04-26,Loja Barra,Rio de Janeiro,2,7752.55
Monitor,Eletrônicos,2024-08-10,Loja Duque,Duque de Caxias,3,13607.03
Mesa Escritório,Móveis,2023-04-17,Loja Nova Iguaçu,Nova Iguaçu,5,14315.47
Webcam,Periféricos,2023-01-20,Loja São Gonçalo,São Gonçalo,4,15669.51
Teclado,Acessórios,2024-10-13,Loja Norte,Rio de Janeiro,4,7965.96
Headset,Acessórios,2024-10-15,Loja Petrópolis,Petrópolis,4,13274.65
Teclado,Acessórios,2023-11-11,Loja Barra,Rio de Janeiro,2,2208.86
Smartphone,Eletrônicos,2023-03-23,Loja Norte,Rio de Janeiro,2,7390.12
Mesa Escritório,Móveis,2023-09-08,Loja Teresópolis,Teresópolis,3,11494.95
Impressora,Periféricos,2023-01-22,Loja Teresópolis,Teresópolis,4,5997.24
Webcam,Periféricos,2023-08-28,Loja Centro,Rio de Janeiro,3,13528.4
Headset,Acessórios,2025-05-13,Loja Niterói,Niterói,2,5218.5
